cd C:\mlc\ml\mllll\ML_mini_project\projectPrice,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
7/21/2022,152.2928619,152.5085337,148.949964,151.4595832,65086600
7/22/2022,151.0576324,153.2045374,150.3910215,152.3320525,66675400
7/25/2022,149.9400787,151.9889458,149.2832655,150.9792165,53623900
7/26/2022,148.6166534,150.077322,147.8323937,149.2636539,55138700
7/27/2022,153.7045135,154.2338952,149.1656378,149.5773708,78620700
7/28/2022,154.253479,154.5377654,151.3713335,153.8907501,81378700
7/29/2022,159.3119507,160.4099203,156.36119,158.0669539,101786900
8/1/2022,158.3316193,160.3706885,157.7238251,157.8414588,67829400
8/2/2022,156.8611755,159.2139552,156.4886637,156.9494158,59907000
8/3/2022,162.8607178,163.311657,157.5865865,157.6748118,82507500
8/4/2022,162.5470276,163.8998754,161.1941798,162.7430888,55474100
8/5/2022,162.321228,162.8120693,160.0142679,160.2204278,56697000
8/8/2022,161.8500061,164.7361554,161.1922806,163.32253,60276900
8/9/2022,161.8991089,162.7826323,160.2597006,161.0156004,63135500
8/10/2022,166.1399841,166.2381434,163.8428352,164.6085465,70170500
8/11/2022,165.403717,167.8579237,165.1092092,166.944951,57149200
8/12/2022,168.9475861,169.0162961,166.297031,166.7093509,68039400
8/15/2022,170.0176239,170.2139574,168.2113314,168.3782156,54091700
8/16/2022,169.8605499,170.5281019,168.5156495,169.6151293,56377100
8/17/2022,171.3526764,172.9233593,169.4089493,169.6052828,79542000
8/18/2022,170.9599915,171.6962533,169.9488597,170.5673245,62290100
8/19/2022,168.3781891,170.5575255,168.1720292,169.8605243,70346300
8/22/2022,164.5005798,166.7486267,164.0784485,166.5817424,69026800
8/23/2022,164.1667938,165.619695,163.5974161,164.0195474,54147100
8/24/2022,164.4612732,165.0306509,163.2047208,164.2551283,53841500
8/25/2022,166.9154968,167.0234825,165.2662772,165.6883935,51218200
8/26/2022,160.6229248,167.9168353,160.5640262,167.4456318,78961000
8/29/2022,158.4239655,159.9161124,156.8925428,158.1981676,73314000
8/30/2022,155.999176,159.5823113,154.8309714,159.160195,77906200
8/31/2022,154.3401489,157.6386033,154.2616125,157.3735447,87991100
9/1/2022,155.0665741,155.5181397,151.8368303,153.770746,74229900
9/2/2022,152.9559784,157.4226377,152.1313685,156.8238106,76957800
9/6/2022,151.6994171,154.2125223,150.8748073,153.6038838,73714800
9/7/2022,153.103241,153.8002273,150.7962806,151.9841233,87449600
9/8/2022,151.6307373,153.4959287,149.8833281,151.807433,84923800
9/9/2022,154.487381,154.9291501,151.9153774,152.6221901,68028800
9/12/2022,160.4363708,161.2511692,156.3820321,156.6667135,104956000
9/13/2022,151.022049,157.5993194,150.5606569,156.9710432,122656600
9/14/2022,152.4651337,154.222354,150.7962761,151.9546545,87965400
9/15/2022,149.5789795,152.3964189,148.6071233,151.8172147,90481100
9/16/2022,147.9395905,148.5776932,145.6522678,148.4402583,162278800
9/19/2022,151.6503448,151.7288813,146.3689019,146.5750469,81474200
9/20/2022,154.0259857,155.1843789,150.2759662,150.5900968,107689800
9/21/2022,150.9042206,155.8322705,150.7864235,154.4579061,101696800
9/22/2022,149.942215,151.6405218,148.1457339,149.5888086,86652500
9/23/2022,147.6744995,148.6954578,145.8387579,148.4205878,96029900
9/26/2022,148.0083313,150.9533799,146.8990249,146.9186627,93339400
9/27/2022,148.9801331,151.8859199,147.2032901,149.9421927,84442700
9/28/2022,147.0953064,147.8806554,142.1868938,144.9356078,146691400
9/29/2022,139.8701477,144.0324878,138.1031158,143.4238493,128138200
9/30/2022,135.6685181,140.4787713,135.4721846,138.692102,124925300
10/3/2022,139.840683,140.4493364,135.1678792,135.6783584,114311700
