cd C:\mlc\ml\mllll\ML_mini_project\projectPrice,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
10/4/2022,143.4238586,143.5416558,141.617551,142.3734509,87830100
10/5/2022,143.718338,144.6803978,140.3904343,141.4310306,79471000
10/6/2022,142.7660828,144.8374335,142.5599378,143.1391269,68402200
10/7/2022,137.5238953,140.4787691,136.8956191,139.9290143,85925600
10/10/2022,137.8478699,139.2909445,136.031766,137.8478699,74899000
10/11/2022,136.4342346,138.7608324,135.6881613,137.3373808,77033700
10/12/2022,135.8059692,137.7889723,135.6292736,136.5815069,70433700
10/13/2022,140.3708038,140.9598044,131.9086894,132.5173428,113224000
10/14/2022,135.8452301,141.8727601,135.658708,141.6666002,88598000
10/17/2022,139.8014221,140.282437,137.700622,138.485971,85250900
10/18/2022,141.1168976,144.0128587,138.0344143,142.825031,99136600
10/19/2022,141.224884,142.2949147,138.9081121,139.0946342,61758300
10/20/2022,140.763504,143.2177112,140.0370533,140.4002862,64522000
10/21/2022,144.5723877,145.1417653,140.0370043,140.2529757,86548600
10/24/2022,146.7124481,147.4781593,143.3256465,144.493851,75981900
10/25/2022,149.54953,149.6967914,146.62412,147.3407441,74732300
10/26/2022,146.6143188,149.2059606,145.3283019,148.1948286,88194300
10/27/2022,142.1476593,146.3198108,141.4899337,145.357766,109180200
10/28/2022,152.8872681,154.6150242,145.1123429,145.4853722,164762400
10/31/2022,150.531189,151.4147122,149.1372016,150.3544933,97943200
11/1/2022,147.8904572,152.602536,146.3983106,152.2393183,80379300
11/2/2022,142.3734131,149.3826256,142.3439638,146.2216067,93604600
11/3/2022,136.3360901,140.1842842,136.2084666,139.4578337,97918500
11/4/2022,136.0705872,140.2889849,132.137343,139.7186627,140814800
11/7/2022,136.6015625,136.8277198,133.4058017,134.821772,83374600
11/8/2022,137.1719055,139.0696888,135.1954555,138.0667223,89908500
11/9/2022,132.6191406,136.2377327,132.3438148,136.1885641,74917800
11/10/2022,144.4188843,144.4188843,137.1718869,138.8828535,118854000
11/11/2022,147.2016602,147.5064842,141.9606105,143.3864235,93979700
11/14/2022,145.8053436,147.7719655,144.9695233,146.4838306,73374100
11/15/2022,147.5359802,151.0267374,146.0806841,149.6796061,89868300
11/16/2022,146.3068542,147.3688321,144.8318876,146.6411914,64218300
11/17/2022,148.2046509,148.9519619,143.7109119,143.9862378,80389400
11/18/2022,148.7651062,150.1515782,147.4671436,149.7680876,74829600
11/21/2022,145.5398712,147.860486,145.2547176,147.6539991,58724100
11/22/2022,147.6736298,147.9096298,144.4778692,145.6578543,51804100
11/23/2022,148.5488586,149.2961699,146.8477191,146.955884,58301400
11/25/2022,145.6381836,146.3953372,144.6647004,145.8348428,35195900
11/28/2022,141.8131409,144.1927521,140.9871631,142.7177854,69246000
11/29/2022,138.8140106,142.393262,138.0077034,141.8819361,83763800
11/30/2022,145.5595245,146.2380115,138.2043625,139.0401679,111380900
12/1/2022,145.8348694,146.6411917,144.1632435,145.7365473,71250400
12/2/2022,145.3431854,145.5300169,143.2192302,143.5240692,65447400
12/5/2022,144.1829071,148.401305,143.337259,145.3038811,68826400
12/6/2022,140.5250092,144.8417448,139.5515257,144.6155874,64727200
12/7/2022,138.5878754,140.9773142,137.6635605,139.8170143,69721100
12/8/2022,140.2693024,141.1247931,138.7451824,139.9841488,62128300
12/9/2022,139.7874908,143.1405848,138.5485094,139.9644796,76097000
12/12/2022,142.0786285,142.0884562,138.7058636,140.3184932,70462700
12/13/2022,143.0422821,147.4671825,141.8328135,147.0050251,93886200
12/14/2022,140.8200073,144.2124281,138.8042163,142.9242927,82291200
12/15/2022,134.2219543,139.4335058,133.759797,138.7550188,98931900
12/16/2022,132.2651672,135.3527634,131.4981858,134.4087932,160156900
12/19/2022,130.1608887,132.943661,129.128424,132.8551666,79592600
12/20/2022,130.092041,131.0261834,127.722258,129.1972245,77432800
12/21/2022,133.1894989,134.5268027,130.5345617,130.760719,85928000
12/22/2022,130.0232239,132.3143406,128.1254406,132.1078536,77852100
12/23/2022,129.6593933,130.2100451,127.4764416,128.7350785,63814900
12/27/2022,127.8599319,129.216906,126.5717969,129.1874078,69007800
12/28/2022,123.9365311,128.8432513,123.76937,127.5059476,85438400
12/29/2022,127.4469452,128.302421,125.5983231,125.8539786,75703700
12/30/2022,127.7616119,127.7812824,125.3033415,126.2669898,77034200
1/3/2023,122.9827118,128.7154095,122.0977304,128.1057614,112117500
1/4/2023,124.2511978,126.5128165,122.9925607,124.7723515,89113600
1/5/2023,122.9335403,125.6376456,122.6778849,125.0083272,80962700
1/6/2023,127.4567566,128.1155731,122.8057001,123.9070111,87754700
1/9/2023,127.9779053,131.1835084,127.7222498,128.292572,70790800
1/10/2023,128.5482635,129.0694173,125.9818208,128.0861061,63896200
1/11/2023,131.2621765,131.2818319,128.2827457,129.0595547,69458900
1/12/2023,131.1835327,132.0193381,129.2464087,131.6456901,71379600
1/13/2023,132.5109711,132.6683044,129.4627163,129.8265365,57809700
1/17/2023,133.6712952,134.998756,131.8915047,132.5798194,63646600
1/18/2023,132.9535217,136.296774,132.7765179,134.5366535,69672800
1/19/2023,133.0124969,133.9761376,131.5375303,131.8423543,58280400
1/20/2023,135.5691071,135.7166127,131.9800273,133.0223347,80223600
1/23/2023,138.7550354,140.9281596,135.5986,135.8149297,81760300
1/24/2023,140.1513367,140.7708275,137.958557,137.9683847,66435100
1/25/2023,139.4925232,140.0530028,136.4934211,138.5387102,65799300
1/26/2023,141.5574799,141.8426335,139.5318463,140.7806556,54105100
1/27/2023,143.4945831,144.7728906,140.6921555,140.7708222,70555800
1/30/2023,140.6134644,143.1209103,140.4659737,142.5407604,64015300
1/31/2023,141.8819427,141.9311113,139.905493,140.3184818,65874500
2/1/2023,143.0028839,144.1631985,138.9614909,141.5672585,77663600
2/2/2023,148.303009,148.6569867,145.6972252,146.4150382,118339000
2/3/2023,151.9215698,154.7535107,145.3628864,145.5595456,154357300
2/6/2023,149.1977692,150.5449154,148.2636267,150.0237618,69858300
2/7/2023,152.0690613,152.6393835,148.125989,148.125989,83322600
2/8/2023,149.3846283,152.0002396,148.6471449,151.3119248,64120100
2/9/2023,148.3521576,151.754421,147.9096705,151.2135968,56007100
2/10/2023,148.7165222,149.0415121,146.9537145,147.1900749,57450700
2/13/2023,151.5134125,151.9171742,148.627904,148.6574471,62199000
2/14/2023,150.8732452,151.4345955,148.568788,149.8096461,61707600
2/15/2023,152.9709015,153.1383178,150.5581143,150.7846169,65573800
2/16/2023,151.3755035,153.9557069,151.0209705,151.1785291,68167900
2/17/2023,150.2331696,150.6763322,148.5589911,150.03621,59144100
2/21/2023,146.2249603,149.0021389,146.1560313,147.9188391,58867200
2/22/2023,146.6484528,147.6726513,144.9250307,146.6090518,51011300
2/23/2023,147.1309967,148.056723,145.0038129,147.8105198,48394200
2/24/2023,144.481842,144.9545478,143.5068723,144.875761,55469600
2/27/2023,145.6734467,146.9044621,145.2105836,145.4666445,44998500
2/28/2023,145.1712189,146.815854,144.6000258,144.8166858,50547000
3/1/2023,143.1031036,144.9939419,142.8076569,144.6000229,55479000
3/2/2023,143.6939697,144.4818226,141.7144873,142.1872081,52238100
3/3/2023,148.7361908,148.8149776,145.0923885,145.7915968,70732300
3/6/2023,151.4937286,153.926217,151.1293528,151.4543277,87558000
3/7/2023,149.2975616,151.6906485,148.8346986,151.3656586,56182000
3/8/2023,150.5482635,151.139157,149.5240653,150.4891772,47204800
3/9/2023,148.3029175,152.192924,147.9483844,151.2278119,53833600
3/10/2023,146.2446442,148.6475889,145.3681617,147.92868,68572400
3/13/2023,148.1847229,150.8141702,145.4567883,145.5651183,84457100
3/14/2023,150.2725067,151.0702023,147.8203337,148.982405,73695900
3/15/2023,150.6664581,150.922504,147.6430768,148.8937928,77167900
3/16/2023,153.4830017,154.0837378,149.3369353,149.8490419,76161100
3/17/2023,152.6459351,154.3595142,151.9368689,153.7095343,98944600
3/20/2023,155.0094757,155.4231102,151.8088352,152.7148759,73641400
3/21/2023,156.8609772,156.9791499,154.1625848,154.9307526,73938300
3/22/2023,155.4329529,159.6774922,155.4132524,156.8806284,75701800
3/23/2023,156.5162201,159.0964387,155.2852047,156.4177479,67622100
3/24/2023,157.8162079,157.9048374,155.4526638,156.4473191,59196500
3/27/2023,155.8761139,158.3283023,155.4723372,157.5109062,52390300
3/28/2023,155.255661,156.0829148,153.6110262,155.5708082,45992200
3/29/2023,158.3283081,158.6040544,156.9298762,156.9495616,51305700
3/30/2023,159.894165,160.002495,158.820723,159.0767688,49501700
3/31/2023,162.3955536,162.4940408,159.4509742,159.9729236,68749800
4/3/2023,163.6463013,163.764474,161.7259198,161.7751634,56976200
4/4/2023,163.114502,164.3061167,162.6023952,164.0697713,46278300
4/5/2023,161.2728729,162.5432893,159.342649,162.2379999,51511700
4/6/2023,162.1592102,162.4546569,159.5396057,159.9630678,45390100
4/10/2023,159.5691528,159.5691528,157.6487716,158.9684167,47716900
4/11/2023,158.3578644,159.8941696,158.0722603,159.8843269,47644200
4/12/2023,157.6685028,159.5987271,157.3533556,158.7714881,50133100
4/13/2023,163.0455627,163.2819232,158.9684394,159.1752567,68445600
4/14/2023,162.700882,163.7940244,161.3319932,162.090288,49386500
4/17/2023,162.7205811,162.8781547,161.5388089,162.5827079,41516200
4/18/2023,163.9417419,164.8674681,163.1341885,163.5773661,49923000
4/19/2023,165.084137,165.6060864,163.0258673,163.2819281,47720200
4/20/2023,164.118988,165.3204604,163.0455461,163.5674955,52456400
4/21/2023,162.5137634,163.9220381,161.991814,162.5433066,58337300
4/24/2023,162.8190765,163.0849802,161.4009439,162.4940866,41949600
4/25/2023,161.2827454,163.7841625,161.2433444,162.6811773,48714100
4/26/2023,161.2728729,162.769792,160.3274614,160.5835073,45498800
4/27/2023,165.8522797,165.9999955,162.6811822,162.6811822,64902300
4/28/2023,167.1029663,167.2703976,165.330316,165.9310521,55275900
5/1/2023,167.014328,167.8612673,166.0787592,166.7090386,52472900
5/2/2023,165.9802856,167.7628088,164.9954732,167.506748,48425700
5/3/2023,164.9068451,168.3241456,164.6212561,166.9257137,65136000
5/4/2023,163.2720795,164.5030953,161.814561,162.3857541,81235400
5/5/2023,170.9338989,171.6528078,168.1665634,168.3832233,113453200
5/8/2023,170.864975,171.2096654,169.4960862,169.860462,55962800
5/9/2023,169.1612396,170.9043469,168.9938233,170.4217984,45326900
5/10/2023,170.9240875,171.3869507,169.2892949,170.3922953,53724500
5/11/2023,171.1111603,171.9383991,169.5551548,171.2096475,49514700
5/12/2023,170.1841583,171.6535489,168.635857,171.2196296,45533100
5/15/2023,169.6910706,170.815309,169.0993598,170.7659973,37266700
5/16/2023,169.6910706,170.7462696,169.4247992,169.6121748,42110300
5/17/2023,170.3025055,170.5391778,168.0638848,169.3360585,57951600
5/18/2023,172.6298981,172.8172737,170.1940452,170.6082368,65496700
5/19/2023,172.7383423,173.9513328,172.5213827,173.9513328,55809500
5/22/2023,171.7916107,172.2945694,171.0519798,171.5746511,43570900
5/23/2023,169.1881104,170.9829553,168.9119827,170.7364117,50747300
5/24/2023,169.4642487,170.0362318,168.1625059,168.7246177,45143500
5/25/2023,170.5983734,171.495781,169.3163432,170.0263903,56058300
5/26/2023,173.0046234,173.3399343,170.7167059,170.9238092,54835000
5/30/2023,174.8487549,176.5153923,174.1288517,174.5134591,55964400
5/31/2023,174.7994385,176.870411,174.3162075,174.8783342,99625300
6/1/2023,177.600174,177.629758,174.4838587,175.2432173,68901800
6/2/2023,178.4483032,179.26683,176.7816656,178.527199,61996900
6/5/2023,177.0972595,182.393013,175.578542,180.1050955,121946500
6/6/2023,176.7323761,177.6297836,174.9769713,177.4818635,64848400
6/7/2023,175.361557,178.704688,174.8684698,175.9729804,61944600
6/8/2023,178.0735321,178.3397884,175.0065289,175.440433,50214900
6/9/2023,178.4581757,179.7106067,178.1327362,178.9907034,48900000
6/12/2023,181.2490082,181.3476316,178.4680039,178.7638592,54274900
6/13/2023,180.7756805,181.6040637,179.9177134,180.2727369,54929100
6/14/2023,181.4068451,181.8407644,179.503535,180.8348619,57462900
6/15/2023,183.438324,183.9412826,181.2391589,181.4166782,65433200
6/16/2023,182.3633881,184.4047765,181.7223807,184.1483615,101256200
6/20/2023,182.4521942,183.5271362,181.8604984,181.8604984,49799100
6/21/2023,181.4167023,182.8466526,180.0656327,182.3436938,49515700
6/22/2023,184.4146423,184.4639541,181.1306793,181.1997187,51245300
6/23/2023,184.0990601,184.9668985,182.4521503,182.984693,53117000
6/26/2023,182.7085724,185.4501366,182.669117,184.2470024,48088700
6/27/2023,185.4599915,185.7854309,183.1030348,183.3199944,50730800
6/28/2023,186.6335297,187.2745371,185.0063477,185.3317721,51216800
6/29/2023,186.9688263,187.4422009,186.3278189,186.4658827,46347300
6/30/2023,191.2883148,191.7912585,188.6157747,188.9806695,85213200
7/3/2023,189.7991791,191.1995453,189.1088448,191.1009218,31458200
7/5/2023,188.6848297,190.3120121,187.984639,188.9215171,46920300
7/6/2023,189.1581573,189.3652606,186.5842409,187.2153921,45094300
7/7/2023,188.0437775,190.0062705,187.6098733,188.7636958,46815000
7/10/2023,186.0024109,187.3633368,184.4541094,186.6434184,59922200
7/11/2023,185.4797363,186.6828706,184.020202,186.5448068,46638100
7/12/2023,187.1463623,189.0496721,185.8643323,187.0575952,60750200
7/13/2023,187.9057007,188.5467232,187.1562134,187.8662603,41342300
7/14/2023,188.0536346,188.5368506,187.008292,187.5999877,41616200
7/17/2023,191.3080292,191.6334686,189.1581606,189.2469127,50520200
7/18/2023,191.0515747,191.6432854,189.7596886,190.6768386,48288200
7/19/2023,192.4026489,195.4893648,189.9865094,190.4302999,80507300
7/20/2023,190.4598846,193.7537038,189.8385899,192.3927782,59581200
7/21/2023,189.2863464,192.2744541,188.5861559,191.4164871,71951700
7/24/2023,190.085144,192.2152847,189.5920568,190.7360229,45377800
7/25/2023,190.9431152,191.7517856,190.252796,190.6571312,37283200
7/26/2023,191.8109741,192.9352126,190.6472952,190.9924473,47471900
7/27/2023,190.5486603,194.473631,189.8879251,193.3099522,47460200
7/28/2023,193.1225586,193.9115012,191.4559212,191.9785925,48291400
7/31/2023,193.7339935,193.7734489,192.5604434,193.349386,38824100
8/1/2023,192.9056244,194.0101352,192.5801849,193.5269192,35175100
8/2/2023,189.9174957,192.4815405,189.1975925,192.3434767,50389300
8/3/2023,188.5269928,189.7103993,188.0536332,188.9214717,61235200
8/4/2023,179.473938,184.789419,179.4048985,182.9551335,115956800
8/7/2023,176.3773346,180.5981607,174.8980727,179.6119861,97576100
8/8/2023,177.3142395,177.7777429,175.1249302,177.2057597,67823000
8/9/2023,175.7264862,178.4285955,174.5627921,178.3694274,60378500
8/10/2023,175.509491,178.2510551,175.1446112,176.9986092,54686900
8/11/2023,175.5687408,176.3883729,174.3442427,175.1046267,52036700
8/14/2023,177.2179108,177.445033,175.0947629,175.7465208,43675600
8/15/2023,175.2330017,177.2376384,174.8380052,176.6451436,43622600
8/16/2023,174.3639984,176.309372,174.2948657,174.9169995,46964900
8/17/2023,171.8260803,175.2922217,171.3125729,174.9268492,66062900
8/18/2023,172.3099976,172.9123771,169.8116076,170.1473561,61172200
8/21/2023,173.6431122,173.9294975,171.5693579,172.8827431,46311900
8/22/2023,175.0157318,175.4601066,174.0479799,174.8478576,42038900
8/23/2023,178.8571472,179.2817828,176.1020111,176.2896397,52722800
8/24/2023,174.1763611,178.8373919,173.8109735,178.4127564,54945800
8/25/2023,176.3785095,176.9117563,173.6233734,175.1638809,51449600
8/28/2023,177.9387665,178.333763,176.3192567,177.8400098,43820700
8/29/2023,181.8196564,182.5899101,177.2573821,177.4548803,53003900
8/30/2023,185.3055573,185.5030706,182.4319253,182.6294235,60813900
8/31/2023,185.5228119,186.7571948,185.137685,185.4931879,60794500
9/1/2023,187.0929565,187.547201,185.9276912,187.1225805,45766500
9/5/2023,187.3299255,187.6064261,185.2660412,185.9276685,45280000
9/6/2023,180.6247711,186.4905606,179.2027597,186.0461708,81755800
9/7/2023,175.3416443,175.9835325,171.3718641,172.9913741,112488800
9/8/2023,175.9538574,177.988133,175.5687306,176.1217467,65551300
9/11/2023,177.1191254,178.0473837,175.1243585,177.8202614,58953100
9/12/2023,174.0973663,177.8795173,172.6358612,177.2475139,90370200
9/13/2023,172.033493,175.0848841,171.8063557,174.3047457,84267900
9/14/2023,173.5443726,173.8998754,171.4113552,171.8261061,60895800
9/15/2023,172.8234863,174.2948763,171.6483664,174.2751219,109259500
9/18/2023,175.7464905,177.1388779,173.9689762,174.2751007,67257600
9/19/2023,176.8327942,177.3857954,174.9170292,175.3021561,51826900
9/20/2023,173.2974854,177.4548784,173.2085983,177.0203732,58436200
9/21/2023,171.756958,174.0973581,171.6878404,172.3692221,63149100
9/22/2023,172.6062164,174.8676143,171.8754714,172.4877205,56725400
9/25/2023,173.8801117,174.7589917,171.9742167,172.023595,46172700
9/26/2023,169.8115692,173.0110796,169.5153143,172.6358375,64588900
9/27/2023,168.300705,170.8780972,166.9379564,170.4633463,66921800
9/28/2023,168.5574493,169.8807041,165.5257978,167.2243098,56294400
9/29/2023,169.0709686,170.907731,168.2118279,169.8708464,51861100
10/2/2023,171.5792236,172.1223551,168.7944486,169.0808338,52164500
10/3/2023,170.246109,171.4607528,168.685862,170.1078587,49594600
10/4/2023,171.4903412,172.0334726,168.8339469,168.9524429,53020300
10/5/2023,172.7247467,173.2579935,170.5225966,171.6187293,48527900
10/6/2023,175.2724915,175.7662446,171.0163268,171.6285909,57266700
10/9/2023,176.7537384,176.8129864,173.6035912,174.6009671,42390800
10/10/2023,176.1612396,177.4746247,175.7267345,175.8748694,43698000
10/11/2023,177.5536652,177.6030435,175.381154,175.9736488,47551100
10/12/2023,178.45224,180.0618647,176.8030915,177.8202367,56743100
10/13/2023,176.615509,179.6570152,175.9143729,179.1533924,51427100
10/16/2023,176.4871521,176.842655,174.3047562,174.5417632,52517000
10/17/2023,174.9367218,176.1908589,172.6160912,174.4429687,57549400
10/18/2023,173.6431122,175.3613786,172.9222368,173.386366,54764400
10/19/2023,173.267868,175.6181229,173.0012371,173.8406085,59302900
10/20/2023,170.720108,173.2283676,170.4831011,173.1197413,64244000
10/23/2023,170.8385925,171.8359685,167.8069409,168.7747079,55980100
10/24/2023,171.2730865,171.5002088,169.3079437,170.8879597,43816600
10/25/2023,168.9623108,170.8978144,168.517921,169.7325644,57157000
10/26/2023,164.8049316,169.2388405,163.6001727,168.2414495,70625300
10/27/2023,166.1183167,166.8490768,164.7456834,164.8246858,58499100
10/30/2023,168.1624298,169.0314401,166.7601728,166.9083077,51131000
10/31/2023,168.6364594,168.7648249,165.802306,167.2342022,44846000
11/1/2023,171.796463,172.0532092,167.9945579,168.8635683,56934900
11/2/2023,175.3515015,175.5588694,173.2678626,173.3271105,77334800
11/3/2023,174.4429626,174.610852,171.1842043,172.0630842,79829200
11/6/2023,176.9907684,177.1882667,174.0085099,174.1763842,63841300
11/7/2023,179.5483856,180.1606346,176.7339869,176.9413548,70530000
11/8/2023,180.6050262,181.1580274,179.321265,180.0717795,49340300
11/9/2023,180.1310272,181.8196546,179.5385174,180.6741587,53763500
11/10/2023,184.3136902,184.4818007,181.4758178,181.9108955,66133400
11/13/2023,182.7315979,183.9478267,182.1482052,183.7401856,43627500
11/14/2023,185.342041,186.0045401,184.2148013,185.5991255,60108400
11/15/2023,185.9056702,187.3789986,185.6782487,185.7474725,53790500
11/16/2023,187.5866241,188.8226332,186.5384758,187.4481917,54412900
11/17/2023,187.566864,188.2491435,186.4594046,188.1205937,50922700
11/20/2023,189.3071594,189.7620174,187.7547398,187.7646224,46505100
11/21/2023,188.5062103,189.3763655,187.6162899,189.2675961,38134500
11/22/2023,189.1687317,190.7705948,188.6941084,189.3467249,39617700
11/24/2023,187.84375,188.7633337,187.1318074,188.7336707,24048300
11/27/2023,187.665741,188.5358963,186.785703,187.7942908,40552600
11/28/2023,188.2689056,188.9413025,187.2800983,187.6558499,38415400
11/29/2023,187.250412,189.9399687,186.8548951,188.7632858,43014200
11/30/2023,187.8239594,188.1898283,186.0836638,187.7151899,48794400
12/1/2023,189.0995178,189.4159283,187.1120054,188.1996995,45704800
12/4/2023,187.3097534,187.9228242,185.3519193,187.8536004,43389500
12/5/2023,191.2550964,192.2241233,188.0513555,188.0810336,66628400
12/6/2023,190.1674042,192.580081,189.959748,192.2735532,41089700
12/7/2023,192.0956116,192.8174367,191.4232147,191.4627755,47477700
12/8/2023,193.5194855,193.7963503,191.5023101,192.0263768,53406400
12/11/2023,191.0177612,191.3243041,189.277466,190.9485526,60943700
12/12/2023,192.5306854,192.5405681,189.574146,190.9189246,52696900
12/13/2023,195.7442932,195.7838389,192.669102,192.9064061,70404200
12/14/2023,195.8926239,197.3857176,193.9644526,195.8036349,66831600
12/15/2023,195.3586578,196.1793546,194.7950305,195.3190971,128538400
12/18/2023,193.697464,194.4291868,192.214253,193.8952224,55751900
12/19/2023,194.7357178,194.7456004,193.6974671,193.9644493,40714100
12/20/2023,192.6493225,195.4674142,192.6493225,194.6961457,52242800
12/21/2023,192.5010071,194.8741538,191.3342217,193.9051268,46482500
12/22/2023,191.4330902,193.2228289,190.8101368,192.9953924,37149600
12/26/2023,190.8892365,191.7198309,190.6716977,191.4429661,28919300
12/27/2023,190.9881439,191.3342325,188.9512031,190.3355425,48087700
12/28/2023,191.4133148,192.4812285,191.0079002,191.9670445,34049900
12/29/2023,190.3750763,192.2241412,189.5840274,191.7297375,42672100
1/2/2024,183.5622101,186.3308739,181.8317971,185.0553039,82488700
1/3/2024,182.1877289,183.7994895,181.3768997,182.1580659,58414500
1/4/2024,179.8739471,181.0407326,178.8554768,180.1112512,71983600
1/5/2024,179.1520996,180.714417,178.1534097,179.9530462,62379700
1/8/2024,183.4831085,183.5226693,179.4685527,180.0519455,59144500
1/9/2024,183.0677795,183.0776622,180.6847504,181.8614335,42841800
1/10/2024,184.1060333,184.3136744,181.8614365,182.2866315,46792900
1/11/2024,183.5127716,184.9564371,181.5648197,184.4521357,49128400
1/12/2024,183.8390503,184.6498795,183.1172252,183.9774827,40477800
1/16/2024,181.5746918,182.1976301,178.9049,180.1211438,65603000
1/17/2024,180.6352997,180.8825015,178.2819487,179.2410929,47317400
1/18/2024,186.5187225,187.0230088,183.7500591,184.0071436,78005800
1/19/2024,189.4159088,189.801543,186.7065867,187.2108729,68903000
1/22/2024,191.7198486,193.1437336,190.1080879,190.1476486,60133900
1/23/2024,192.9954071,193.5590345,191.6605263,192.8372094,42355600
1/24/2024,192.3230438,194.1820066,192.164831,193.2327448,53631300
1/25/2024,191.9967194,194.0732208,190.948586,193.0349701,54822100
1/26/2024,190.2662964,192.5801018,189.7916731,192.0955959,44594000
1/29/2024,189.5840454,190.0487861,187.4581155,189.8609103,47145600
1/30/2024,185.9353333,189.6532587,185.3717209,188.8028837,55859400
1/31/2024,182.3360596,185.0058513,182.2866313,184.9465102,55467800
2/1/2024,184.7685394,184.8575285,181.7625718,181.9306672,64885400
2/2/2024,183.7698517,185.2332823,177.2437172,177.8468902,102551700
2/5/2024,185.579361,187.1317958,183.759959,186.0441016,69668800
2/6/2024,187.1812134,187.191096,184.6795323,184.7685213,43490800
2/7/2024,187.2899933,188.9116366,186.4989444,188.506222,53439000
2/8/2024,186.2122192,187.4185504,185.2530748,187.2702353,40962000
2/9/2024,186.9745636,188.1032418,186.1329988,186.7765377,45155200
2/12/2024,185.2914124,186.7963215,184.9349869,186.5488042,41781900
2/13/2024,183.2023468,184.3607407,181.6875426,183.925108,56529500
2/14/2024,182.3211975,183.6874975,180.628188,183.4795915,54630500
2/15/2024,182.0341034,182.6578518,179.5490354,181.7271844,65434500
2/16/2024,180.4994659,183.0142495,179.8658224,181.5984431,49752500
2/20/2024,179.7569427,180.618298,178.2124374,179.9846544,53665600
2/21/2024,180.5094147,181.0737462,178.8658963,180.1331836,41371400
2/22/2024,182.539032,183.1231842,180.6480115,181.6578711,52292200
2/23/2024,180.7073975,183.2023605,180.420269,183.1726596,45119700
2/26/2024,179.3609314,180.945033,178.8559865,180.4302079,40867400
2/27/2024,180.8163147,182.0934971,177.7767955,179.3015103,54318900
2/28/2024,179.6183319,181.3014463,178.3411494,180.6975036,48953900
2/29/2024,178.9549713,180.7569041,177.7470859,179.4698114,136682600
3/1/2024,177.8758087,178.737164,175.6184525,177.7669005,73563100
3/4/2024,173.3611298,175.1432423,172.0641264,174.4006904,81510100
3/5/2024,168.4305267,170.3314573,167.9354923,169.0641703,95132400
3/6/2024,167.4404602,169.5394167,167.0048274,169.3611964,68587700
3/7/2024,167.3216705,169.0344858,166.8167408,167.4701748,71765100
3/8/2024,169.0344849,171.9749912,167.2622679,167.3216696,76267000
3/11/2024,171.0344086,172.6482258,170.3413633,171.2225241,60139500
3/12/2024,171.5096741,172.3017324,169.3117194,171.4304667,59825400
3/13/2024,169.4305115,171.4700512,169.0641757,171.054224,52488700
3/14/2024,171.2819214,172.5789092,170.3413589,171.1928188,72913500
3/15/2024,170.9056854,170.9056854,168.5988231,169.4700886,121752700
3/18/2024,171.9947815,175.9451621,171.7967707,173.8264151,75604200
3/19/2024,174.3313446,174.8560799,171.3116312,172.6086192,55215200
3/20/2024,176.8956604,176.8956604,173.3512109,173.9749593,53423100
3/21/2024,169.6681213,175.7273539,169.143386,175.2917212,106181300
3/22/2024,170.5690918,171.3314492,168.3711373,170.0542517,71160100
3/25/2024,169.1533051,170.2324767,167.7671993,168.8760869,54288300
3/26/2024,168.0246429,169.7176527,167.8959291,168.3117564,57388400
3/27/2024,171.5888519,171.8759804,168.4206342,168.7176579,60273300
3/28/2024,169.7770538,170.5196057,168.8166855,170.0443767,65672700
4/1/2024,168.3414459,169.5493314,167.7969049,169.4899297,46240500
4/2/2024,167.1632538,167.6582883,166.5593111,167.4008758,49329500
4/3/2024,167.9652252,168.9849952,166.9058591,167.1137651,47691700
4/4/2024,167.1434631,170.2126681,167.1434631,168.5988507,53704400
4/5/2024,167.8959045,168.697858,167.2721562,167.9057998,42104800
4/8/2024,166.7771301,167.5196819,166.5692241,167.351372,37425500
4/9/2024,167.9850159,168.3909478,166.6781326,167.0246477,42373800
4/10/2024,166.1137848,167.4107728,165.4504403,167.1236595,49709300
4/11/2024,173.3016663,173.7175085,166.490002,166.6682072,91070300
4/12/2024,174.7967072,176.5887299,172.479949,172.5294404,101670900
4/15/2024,170.9750214,174.8758957,170.7869058,173.6185038,73531800
4/16/2024,167.6979065,172.0343988,166.5989292,170.0443654,73711200
4/17/2024,166.331604,168.955281,166.331604,167.9256158,50901200
4/18/2024,165.381134,166.9652506,164.8960098,166.3613079,43122900
4/19/2024,163.3614044,164.7474951,162.4505426,164.5593947,68149400
4/22/2024,164.1930695,165.5989659,163.1337033,163.8762552,48116400
4/23/2024,165.2425232,165.3910426,163.2821906,163.7079282,49537800
4/24/2024,167.3414764,167.6186946,164.5593848,164.8860943,48251800
4/25/2024,168.2028198,168.9156707,166.4800943,167.8463944,50558300
